room_count,bathroom_count,size,price,Property_type,Type,City,Region
2.0,1.0,25.0,300.0,0,0,0,19
3.0,1.0,120.0,170000.0,6,1,0,137
3.0,1.0,121.0,167500.0,0,1,0,137
4.0,1.0,170.0,1250.0,0,0,0,137
3.0,1.0,120.0,450.0,0,0,0,137
2.0,1.0,85.0,300.0,0,0,0,187
3.0,1.0,130.0,130.0,0,0,0,137
4.0,1.0,130.0,1400.0,0,0,0,70
1.0,1.0,45.0,80000.0,0,1,0,137
2.0,1.0,70.0,125.0,2,0,0,91
3.0,1.0,98.0,130000.0,5,1,0,6
3.0,1.0,98.0,130000.0,0,1,0,5
2.0,1.0,70.0,800.0,0,0,0,70
1.0,1.0,60.0,180000.0,0,1,0,70
2.0,1.0,120.0,1200.0,0,0,0,6
3.0,1.0,200.0,170000.0,5,1,0,187
3.0,1.0,120.0,280000.0,6,1,0,137
3.0,1.0,120.0,700.0,0,0,0,107
3.0,1.0,120.0,280000.0,6,1,0,137
3.0,1.0,120.0,220000.0,6,1,0,187
3.0,1.0,170.0,1800.0,1,0,0,137
2.0,1.0,90.0,76000.0,5,1,0,187
2.0,1.0,90.0,300.0,5,0,0,187
3.0,1.0,75.0,130000.0,0,1,0,19
3.0,1.0,121.0,167500.0,0,1,0,137
2.0,1.0,95.0,220000.0,0,1,0,137
3.0,1.0,100.0,170000.0,5,1,0,19
3.0,1.0,90.0,100000.0,5,1,0,19
2.0,1.0,126.0,330000.0,0,1,0,107
2.0,1.0,100.0,90.0,0,0,0,7
1.0,1.0,30.0,38000.0,4,1,0,7
1.0,1.0,60.0,700.0,0,0,0,107
3.0,1.0,100.0,780.0,0,0,0,137
4.0,1.0,200.0,170000.0,5,1,0,5
2.0,1.0,100.0,400.0,0,0,0,5
2.0,1.0,70.0,200.0,2,0,0,6
2.0,1.0,100.0,223000.0,0,1,0,137
3.0,1.0,120.0,450.0,5,0,0,137
1.0,1.0,60.0,180000.0,0,1,0,7
2.0,1.0,80.0,400.0,0,0,0,91
2.0,1.0,80.0,700.0,1,0,0,91
3.0,1.0,120.0,65000.0,6,1,0,91
2.0,1.0,60.0,170000.0,0,1,0,137
3.0,1.0,140.0,900.0,0,0,0,6
3.0,1.0,120.0,200000.0,6,1,0,37
3.0,1.0,120.0,225000.0,6,1,0,187
2.0,1.0,108.0,210000.0,0,1,0,19
4.0,1.0,150.0,250.0,0,0,0,6
2.0,1.0,120.0,800.0,0,0,0,91
3.0,1.0,225.0,135000.0,5,1,0,37
3.0,1.0,120.0,500.0,0,0,0,19
2.0,1.0,170.0,330000.0,0,1,0,70
1.0,1.0,45.0,120000.0,0,1,0,70
3.0,1.0,120.0,120000.0,6,1,0,7
1.0,1.0,70.0,70.0,0,0,0,7
3.0,1.0,140.0,275000.0,0,1,0,107
1.0,1.0,60.0,155000.0,0,1,0,70
3.0,1.0,117.0,270000.0,0,1,0,137
1.0,1.0,150.0,28000.0,5,1,0,187
1.0,1.0,130.0,1000.0,0,0,0,137
2.0,1.0,119.0,1350.0,0,0,0,137
3.0,1.0,200.0,180000.0,5,1,0,5
2.0,1.0,80.0,195000.0,0,1,0,161
2.0,1.0,128.0,365000.0,0,1,0,137
2.0,1.0,70.0,700.0,0,0,0,6
1.0,1.0,200.0,60000.0,5,1,0,187
2.0,1.0,110.0,120000.0,5,1,0,187
1.0,1.0,195.0,65000.0,5,1,0,37
1.0,1.0,150.0,68000.0,5,1,0,37
3.0,1.0,120.0,230000.0,6,1,0,224
3.0,1.0,115.0,130000.0,5,1,0,19
2.0,1.0,70.0,320.0,5,0,0,37
1.0,1.0,40.0,170.0,2,0,0,91
2.0,1.0,66.0,650.0,0,0,0,161
1.0,1.0,60.0,170000.0,0,1,0,37
3.0,1.0,120.0,150000.0,6,1,0,224
3.0,1.0,120.0,200000.0,6,1,0,6
3.0,1.0,120.0,150000.0,6,1,0,187
2.0,1.0,80.0,400.0,0,0,0,7
3.0,1.0,120.0,150000.0,6,1,0,187
2.0,1.0,100.0,800.0,0,0,0,91
3.0,1.0,150.0,700.0,5,0,0,187
1.0,1.0,70.0,260.0,0,0,0,187
3.0,1.0,110.0,600.0,0,0,0,7
3.0,1.0,140.0,230000.0,0,1,0,107
2.0,1.0,80.0,119000.0,0,1,0,19
3.0,1.0,110.0,650.0,0,0,0,6
3.0,1.0,120.0,300000.0,6,1,0,224
3.0,1.0,120.0,450000.0,6,1,0,187
3.0,1.0,120.0,240000.0,6,1,0,187
2.0,1.0,80.0,600.0,3,0,0,7
2.0,1.0,75.0,370.0,0,0,0,91
2.0,1.0,92.0,480.0,0,0,0,19
1.0,1.0,45.0,500.0,0,0,0,91
3.0,1.0,120.0,65000.0,6,1,0,7
1.0,1.0,70.0,550.0,0,0,0,91
3.0,1.0,120.0,600000.0,6,1,0,137
1.0,1.0,60.0,100000.0,0,1,0,137
3.0,1.0,120.0,111000.0,6,1,0,7
2.0,1.0,225.0,150000.0,5,1,0,7
3.0,1.0,120.0,180000.0,6,1,0,187
1.0,1.0,190.0,1300.0,4,0,0,7
3.0,1.0,120.0,640000.0,6,1,0,137
3.0,1.0,120.0,30000.0,6,1,0,7
2.0,1.0,100.0,850.0,0,0,0,107
1.0,1.0,140.0,1200.0,4,0,0,19
1.0,1.0,42.0,55000.0,4,1,0,7
2.0,1.0,80.0,90000.0,5,1,0,137
2.0,1.0,85.0,420.0,0,0,0,107
1.0,1.0,30.0,140.0,0,0,0,187
4.0,1.0,100.0,700.0,0,0,0,19
2.0,1.0,65.0,60.0,3,0,0,6
3.0,1.0,100.0,85000.0,5,1,0,161
3.0,1.0,105.0,470.0,0,0,0,19
3.0,1.0,120.0,800.0,0,0,0,91
3.0,1.0,120.0,145000.0,6,1,0,7
3.0,1.0,120.0,440000.0,6,1,0,107
3.0,1.0,120.0,40000.0,6,1,0,187
3.0,1.0,100.0,42000.0,5,1,0,187
1.0,1.0,100.0,100.0,0,0,0,70
2.0,1.0,200.0,800.0,0,0,0,5
4.0,1.0,121.0,140000.0,0,1,0,73
3.0,1.0,120.0,300000.0,6,1,0,161
3.0,1.0,100.0,300000.0,0,1,0,6
2.0,1.0,100.0,680.0,0,0,0,137
2.0,1.0,74.0,180000.0,0,1,0,107
3.0,1.0,75.0,110000.0,0,1,0,19
4.0,1.0,165.0,310000.0,0,1,0,6
2.0,1.0,65.0,800.0,0,0,0,70
1.0,1.0,68.0,195000.0,0,1,0,7
1.0,1.0,90.0,450.0,0,0,0,5
3.0,1.0,120.0,220000.0,6,1,0,7
2.0,1.0,80.0,173000.0,0,1,0,70
3.0,1.0,120.0,110000.0,6,1,0,187
2.0,1.0,80.0,550.0,0,0,0,91
2.0,1.0,70.0,490.0,0,0,0,7
3.0,1.0,120.0,1400.0,0,0,0,137
3.0,1.0,100.0,700.0,0,0,0,7
3.0,1.0,120.0,30000.0,6,1,0,224
3.0,1.0,120.0,30000.0,6,1,0,224
3.0,1.0,120.0,500000.0,6,1,0,187
3.0,1.0,120.0,220000.0,6,1,0,7
3.0,1.0,120.0,184000.0,6,1,0,137
4.0,1.0,200.0,185000.0,5,1,0,91
2.0,1.0,65.0,800.0,0,0,0,7
1.0,1.0,70.0,80.0,3,0,0,7
2.0,1.0,130.0,650.0,5,0,0,91
3.0,1.0,120.0,377000.0,6,1,0,137
3.0,1.0,90.0,600.0,5,0,0,19
3.0,1.0,100.0,265000.0,0,1,0,6
2.0,1.0,200.0,130.0,5,0,0,224
3.0,1.0,120.0,42000.0,6,1,0,187
3.0,1.0,120.0,45000.0,6,1,0,7
3.0,1.0,110.0,600.0,0,0,0,5
3.0,1.0,99.0,650.0,0,0,0,19
3.0,1.0,120.0,450000.0,6,1,0,161
2.0,1.0,120.0,270000.0,0,1,0,70
3.0,1.0,160.0,850.0,0,0,0,6
3.0,1.0,120.0,120000.0,6,1,0,224
2.0,1.0,150.0,120000.0,5,1,0,161
1.0,1.0,170.0,90.0,3,0,0,137
3.0,1.0,152.0,260000.0,0,1,0,5
3.0,1.0,120.0,35000.0,6,1,0,187
1.0,1.0,67.0,160000.0,0,1,0,91
3.0,1.0,120.0,82000.0,6,1,0,7
3.0,1.0,74.0,180000.0,0,1,0,107
1.0,1.0,55.0,300.0,0,0,0,187
3.0,1.0,170.0,1300.0,0,0,0,137
3.0,1.0,120.0,135000.0,6,1,0,7
3.0,1.0,120.0,112590.0,6,1,0,187
1.0,1.0,55.0,800.0,0,0,0,70
3.0,1.0,120.0,280000.0,6,1,0,161
3.0,1.0,120.0,300000.0,6,1,0,161
2.0,1.0,120.0,330.0,0,0,0,187
3.0,1.0,120.0,550000.0,6,1,0,19
2.0,1.0,150.0,170000.0,5,1,0,91
3.0,1.0,120.0,100000.0,6,1,0,224
1.0,1.0,60.0,70.0,0,0,0,70
1.0,1.0,78.0,1050.0,0,0,0,70
1.0,1.0,60.0,70.0,3,0,0,70
1.0,1.0,65.0,400.0,0,0,0,137
3.0,1.0,135.0,345000.0,0,1,0,70
4.0,1.0,130.0,1200.0,5,0,0,107
3.0,1.0,96.0,165000.0,0,1,0,137
2.0,1.0,91.0,185000.0,0,1,0,5
1.0,1.0,60.0,900.0,0,0,0,137
1.0,1.0,63.0,175000.0,0,1,0,137
2.0,1.0,100.0,250000.0,0,1,0,70
1.0,1.0,40.0,800.0,0,0,0,70
3.0,1.0,120.0,54000.0,6,1,0,187
2.0,1.0,97.0,1200.0,0,0,0,137
3.0,1.0,80.0,480.0,0,0,0,19
1.0,1.0,69.0,1500.0,4,0,0,107
1.0,1.0,120.0,550.0,0,0,0,7
3.0,1.0,120.0,155000.0,6,1,0,224
2.0,1.0,60.0,700.0,0,0,0,91
3.0,1.0,105.0,800.0,0,0,0,70
2.0,1.0,100.0,800.0,0,0,0,137
3.0,1.0,120.0,382500.0,6,1,0,137
3.0,1.0,120.0,21000.0,6,1,0,6
4.0,1.0,120.0,950.0,5,0,0,187
4.0,1.0,202.0,260000.0,5,1,0,161
2.0,1.0,29.0,35000.0,4,1,0,7
4.0,1.0,100.0,95000.0,5,1,0,161
1.0,1.0,65.0,600.0,0,0,0,7
3.0,1.0,120.0,520000.0,6,1,0,37
2.0,1.0,100.0,600.0,1,0,0,91
3.0,1.0,120.0,450.0,5,0,0,7
3.0,1.0,100.0,550.0,0,0,0,7
2.0,1.0,133.0,356000.0,0,1,0,70
2.0,1.0,90.0,90.0,0,0,0,70
2.0,1.0,81.0,260000.0,0,1,0,70
2.0,1.0,85.0,150000.0,0,1,0,6
3.0,1.0,112.0,185000.0,0,1,0,19
3.0,1.0,115.0,735.0,0,0,0,107
2.0,1.0,50.0,68000.0,0,1,0,19
3.0,1.0,83.0,700.0,0,0,0,70
2.0,1.0,120.0,500.0,0,0,0,7
3.0,1.0,120.0,430000.0,6,1,0,137
3.0,1.0,100.0,270000.0,0,1,0,137
3.0,1.0,100.0,450.0,0,0,0,91
3.0,1.0,100.0,460.0,0,0,0,91
2.0,1.0,100.0,2300.0,0,0,0,137
2.0,1.0,70.0,450.0,0,0,0,19
3.0,1.0,80.0,95000.0,0,1,0,7
3.0,1.0,130.0,1400.0,0,0,0,107
3.0,1.0,110.0,700.0,0,0,0,107
1.0,1.0,140.0,3000.0,4,0,0,5
2.0,1.0,160.0,750.0,5,0,0,7
1.0,1.0,60.0,700.0,0,0,0,7
2.0,1.0,60.0,400.0,0,0,0,7
2.0,1.0,120.0,550.0,0,0,0,91
2.0,1.0,50.0,800.0,0,0,0,70
2.0,1.0,70.0,170000.0,0,1,0,137
3.0,1.0,120.0,316000.0,6,1,0,7
3.0,1.0,157.0,95000.0,5,1,0,161
4.0,1.0,190.0,135000.0,5,1,0,161
2.0,1.0,80.0,550.0,0,0,0,6
3.0,1.0,105.0,90.0,0,0,0,7
4.0,1.0,150.0,1050.0,0,0,0,107
1.0,1.0,200.0,3500.0,4,0,0,161
3.0,1.0,120.0,700.0,0,0,0,70
2.0,1.0,130.0,850.0,0,0,0,5
2.0,1.0,90.0,750.0,0,0,0,91
3.0,1.0,150.0,900.0,0,0,0,6
3.0,1.0,120.0,550000.0,6,1,0,37
3.0,1.0,120.0,500000.0,6,1,0,187
3.0,1.0,200.0,870.0,5,0,0,19
1.0,1.0,140.0,700.0,4,0,0,70
2.0,1.0,100.0,850.0,0,0,0,137
1.0,1.0,77.0,1100.0,0,0,0,137
1.0,1.0,90.0,800.0,0,0,0,137
2.0,1.0,100.0,230000.0,0,1,0,107
1.0,1.0,60.0,70.0,3,0,0,7
1.0,1.0,70.0,70.0,0,0,0,7
2.0,1.0,83.0,900.0,0,0,0,137
4.0,1.0,150.0,1150.0,5,0,0,5
2.0,1.0,30.0,30000.0,4,1,0,70
2.0,1.0,130.0,1800.0,0,0,0,70
3.0,1.0,150.0,120000.0,5,1,0,7
3.0,1.0,120.0,40000.0,6,1,0,73
1.0,1.0,32.0,700.0,4,0,0,5
1.0,1.0,45.0,83000.0,1,1,0,7
3.0,1.0,120.0,450000.0,6,1,0,224
4.0,1.0,200.0,140000.0,5,1,0,161
1.0,1.0,70.0,800.0,0,0,0,70
2.0,1.0,128.0,360000.0,0,1,0,137
3.0,1.0,120.0,52500.0,6,1,0,161
4.0,1.0,200.0,870.0,0,0,0,19
2.0,1.0,131.0,181000.0,0,1,0,137
2.0,1.0,144.0,430000.0,0,1,0,137
1.0,1.0,80.0,100.0,0,0,0,70
2.0,1.0,90.0,80.0,0,0,0,70
2.0,1.0,75.0,850.0,0,0,0,107
3.0,1.0,120.0,50000.0,6,1,0,224
2.0,1.0,100.0,850.0,0,0,0,137
3.0,1.0,120.0,105000.0,6,1,0,7
3.0,1.0,120.0,230000.0,6,1,0,224
3.0,1.0,120.0,80000.0,6,1,0,37
2.0,1.0,70.0,80.0,0,0,0,70
3.0,1.0,120.0,96000.0,6,1,0,19
3.0,1.0,120.0,145000.0,6,1,0,7
3.0,1.0,120.0,120000.0,6,1,0,187
3.0,1.0,80.0,1380.0,1,0,0,70
3.0,1.0,120.0,250000.0,6,1,0,187
2.0,1.0,100.0,1000.0,1,0,0,137
3.0,1.0,120.0,95000.0,6,1,0,137
2.0,1.0,120.0,3000.0,1,0,0,137
1.0,1.0,68.0,650.0,0,0,0,7
3.0,1.0,120.0,85000.0,6,1,0,5
3.0,1.0,120.0,240000.0,6,1,0,224
3.0,1.0,110.0,120000.0,0,1,0,5
2.0,1.0,85.0,600.0,0,0,0,137
3.0,1.0,150.0,320000.0,0,1,0,70
